epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds
1,1.7485965160613364,1.478600263595581,20.852601565420628,1.1608465248718858,22.14304301608354
2,1.4036739701074912,,20.92066243942827,0.0,20.92075994145125
3,1.2755881235109154,,21.505806726403534,0.0,21.50593076646328
4,1.145929755894005,,21.957076414488256,0.0,21.957141508348286
5,1.0730045399767287,1.0343778133392334,22.23862715624273,1.1176757058128715,23.483712271787226
6,1.04825359371537,,22.468335684388876,0.0,22.46838932298124
7,1.0200706103169326,,22.574470550753176,0.0,22.574524191208184
8,0.9934806012092753,,22.593133687973022,0.0,22.593203810043633
9,0.9768543649227062,,22.591670135967433,0.0,22.591716511175036
10,0.9475948252576463,0.9661495685577393,22.452659092843533,1.141130548901856,23.726051441393793
11,0.9273653503850843,,22.26825314294547,0.0,22.268304826691747
12,0.9426313900778479,,22.17771230917424,0.0,22.177764551714063
13,0.910809780688996,,22.110988641157746,0.0,22.111035575158894
14,0.9117242258491246,,22.054620674811304,0.0,22.0546868853271
15,0.8852234968902372,0.8416124582290649,22.055431179702282,1.1372202150523663,23.29833416827023
16,0.8557304219996675,,22.03568309172988,0.0,22.035732260905206
17,0.825621097645861,,22.064581499435008,0.0,22.064628433436155
18,0.8159910161444481,,22.08146669343114,0.0,22.08151614293456
19,0.8055462668128047,,22.142664234153926,0.0,22.14271172694862
20,0.7986284621218418,0.8111045360565186,22.149769225157797,1.1328550623729825,23.451426071114838
21,0.7885284964919935,,22.147720922715962,0.0,22.147791324183345
22,0.7726188280903701,,22.171357098966837,0.0,22.171403475105762
23,0.7707123993136359,,22.183206074871123,0.0,22.1832555225119
24,0.7695950447244847,,22.179991672746837,0.0,22.180051458068192
25,0.7637412429701352,0.7578964233398438,22.15671064797789,1.1323541607707739,23.419619098305702
26,0.7581143210120235,,22.12769414577633,0.0,22.12774191983044
27,0.7506749579247008,,22.132324462756515,0.0,22.132382572628558
28,0.7536617847199135,,22.165077886544168,0.0,22.165127054788172
29,0.7563444638083167,,22.167900673113763,0.0,22.16794844623655
30,0.7365266515853557,0.7779039740562439,22.153875464573503,1.127572463825345,23.34709635656327
31,0.740960087336547,,22.2024071700871,0.0,22.202461927197874
32,0.7411240922643784,,22.183771507814527,0.0,22.18381872214377
33,0.7233600481182125,,22.169112963601947,0.0,22.16916045639664
34,0.717784583991301,,22.17398325074464,0.0,22.174030183814466
35,0.733618012556793,0.7204693555831909,22.176087491214275,1.1323348982259631,23.42390324641019
36,0.7163678974124557,,22.16161444503814,0.0,22.161661939695477
37,0.7291546544284685,,22.15913058258593,0.0,22.15917751658708
38,0.718595951161486,,22.168820286169648,0.0,22.168887614272535
39,0.7276698984998338,,22.17406716104597,0.0,22.174118564464152
40,0.7081706811350288,0.6937307715415955,22.164992946200073,1.1405936516821384,23.45319310668856
41,0.7031444251960051,,22.156513510271907,0.0,22.1565610030666
42,0.7088608978487921,,22.179868060164154,0.0,22.179915273562074
43,0.697159246350011,,22.171680284664035,0.0,22.171727777458727
44,0.6930202186530363,,22.157825759612024,0.0,22.15787408966571
45,0.6958252927090259,0.68428635597229,22.134570415131748,1.147564229555428,23.411639063619077
46,0.6945695809438719,,22.106998240575194,0.0,22.107046572491527
47,0.7016149209746232,,22.12206945195794,0.0,22.122118062339723
48,0.6995905341831505,,22.1741849090904,0.0,22.174235194921494
49,0.6951478457619958,,22.17096182331443,0.0,22.171010992489755
50,0.694091742765819,0.697647213935852,22.193259787745774,1.1456385320052505,23.400435254909098
51,0.6810861682215481,,22.142798786982894,0.0,22.14284907374531
52,0.6801201570118572,,22.154617005959153,0.0,22.15466868970543
53,0.6878567959399934,,22.188911139033735,0.0,22.1889589112252
54,0.6871901167199966,,22.17691581789404,0.0,22.17696889769286
55,0.6754583264073581,0.6957782506942749,22.192581806331873,1.1471624989062548,23.392702330835164
56,0.66960106166542,,22.23692964296788,0.0,22.236993618309498
57,0.6711621115393672,,22.16815255023539,0.0,22.168200882151723
58,0.6746997697979,,22.197897133417428,0.0,22.19794714078307
59,0.6677001520251551,,22.222420281730592,0.0,22.222470567561686
60,0.6658045991938165,0.6543529033660889,22.225526608526707,1.1565504670143127,23.55241763778031
