epoch,step,data_path_mode,coord_batch_mode,index_sampling_mode,sampling_device,field_read_mode,field_normalization_mode,gpu_transfer_mode,data_path_diag_storage_mode,batch_size,N_full,N_query,N_obs_total,loader_wait_ms,index_sampling_ms,hdf5_read_ms,cpu_normalization_ms,cpu_materialization_ms,h2d_ms,sparse_condition_materialization_ms,query_materialization_ms,pre_model_total_ms,model_forward_ms,backward_ms,query_microbatch_active,train_query_microbatch_size,rf_bridge_ms,condition_context_ms,query_chunk_forward_ms,query_chunk_backward_ms,query_microbatches,optimizer_ms,total_training_step_ms,allocated_after_materialization_mb,allocated_before_model_mb,gpu_peak_allocated_mb,gpu_peak_reserved_mb
4,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18684,0.30926428735256195,37.465812638401985,16.31326787173748,27.004506438970566,5.9293704107403755,0.6417138502001762,0.0,0.0,87.35467121005058,63.970805145800114,90.16513731330633,0,0,0.0,0.0,0.0,0.0,1,1.646609976887703,234.26302056759596,55.0791015625,47.802734375,12655.1826171875,15080.0
4,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18695,0.417100265622139,33.20736903697252,16.1758316680789,25.73421224951744,5.776258185505867,0.6607109680771828,0.0,0.0,81.55438210815191,63.59477248042822,91.51924587786198,0,0,0.0,0.0,0.0,0.0,1,1.4203190803527832,218.78533903509378,55.0791015625,47.802734375,12655.1826171875,15080.0
4,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18340,0.40927715599536896,32.834689132869244,16.07944816350937,25.33052582293749,5.798603408038616,0.6252303719520569,0.0,0.0,80.66849689930677,62.610830180346966,91.72961302101612,0,0,0.0,0.0,0.0,0.0,1,1.3127606362104416,234.2887232080102,55.0791015625,47.802734375,12655.1826171875,15080.0
5,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18452,0.3908388316631317,36.778281442821026,16.57337974756956,26.799455285072327,5.803070962429047,0.6819423288106918,0.0,0.0,86.63612976670265,63.44838347285986,91.80867578834295,0,0,0.0,0.0,0.0,0.0,1,1.3038218021392822,224.85494147986174,55.0791015625,47.802734375,12655.1826171875,15080.0
5,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18979,0.3235107287764549,32.90900215506554,15.525453723967075,24.47788417339325,5.331782624125481,0.6447872146964073,0.0,0.0,78.88890989124775,64.3753344193101,91.8997498229146,0,0,0.0,0.0,0.0,0.0,1,1.4583142474293709,236.88714858144522,55.0791015625,47.802734375,12655.1826171875,15080.0
5,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18983,0.5120867863297462,33.4331002086401,15.576306730508804,25.119603611528873,5.575660616159439,0.6305389106273651,0.0,0.0,80.33521007746458,64.39880095422268,93.20915956050158,0,0,0.0,0.0,0.0,0.0,1,1.2560496106743813,222.80464228242636,55.0791015625,47.802734375,12655.1826171875,15080.0
5,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18743,0.5299653857946396,36.99563257396221,15.75091015547514,26.347707025706768,6.027413532137871,0.5900310352444649,0.0,0.0,85.71169432252645,63.26148472726345,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,64.79466892778873,55.0791015625,55.0791015625,4986.275390625,15080.0
6,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18450,0.3506103530526161,38.32376003265381,17.36594643443823,27.52804011106491,6.228292360901833,0.7026167586445808,0.0,0.0,90.14865569770336,63.521858304739,93.11082027852535,0,0,0.0,0.0,0.0,0.0,1,1.3650041073560715,228.03669329732656,55.0791015625,47.802734375,12655.1826171875,15080.0
6,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18487,0.3497712314128876,33.34398102015257,16.596559435129166,26.2155681848526,6.061778403818607,0.765753909945488,0.0,0.0,82.98364095389843,64.2800685018301,93.10299810022116,0,0,0.0,0.0,0.0,0.0,1,1.3951761648058891,226.3666158542037,55.0791015625,47.802734375,12655.1826171875,15080.0
6,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,19605,0.35591796040534973,33.778960816562176,15.479078516364098,25.46712476760149,5.590770393610001,0.6310977041721344,0.0,0.0,80.9470321983099,64.82065096497536,94.28529441356659,0,0,0.0,0.0,0.0,0.0,1,1.444065012037754,226.5051854774356,55.0791015625,47.802734375,12655.1826171875,15080.0
7,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18816,0.2721073105931282,38.06590102612972,17.088530585169792,27.05647237598896,6.228283978998661,0.6129378452897072,0.0,0.0,89.05212581157684,63.55370581150055,94.22271512448788,0,0,0.0,0.0,0.0,0.0,1,1.1160848662257195,228.14956028014421,55.0791015625,47.802734375,12655.1826171875,15080.0
7,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18284,0.3908388316631317,34.86459515988827,16.478664241731167,26.225623674690723,6.039990112185478,0.6361259147524834,0.0,0.0,84.24499910324812,63.69115598499775,94.30959913879633,0,0,0.0,0.0,0.0,0.0,1,1.2842658907175064,228.1364295631647,55.0791015625,47.802734375,12655.1826171875,15080.0
7,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17458,0.3757541999220848,34.31507293134928,16.513309441506863,26.079239323735237,5.594105459749699,0.6498154252767563,0.0,0.0,83.15154258161783,63.70233092457056,93.98469235748053,0,0,0.0,0.0,0.0,0.0,1,1.3398602604866028,227.02621202915907,55.0791015625,47.802734375,12655.1826171875,15080.0
8,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18218,0.42464304715394974,36.98250278830528,16.683442518115044,26.913153938949108,6.27298466861248,0.6629461422562599,0.0,0.0,87.51503005623817,64.2605135217309,94.21209990978241,0,0,0.0,0.0,0.0,0.0,1,1.4801053330302238,238.43570053577423,55.0791015625,47.802734375,12655.1826171875,15080.0
8,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18388,0.3285389393568039,34.09911971539259,16.0621153190732,26.06386411935091,5.7539260014891624,0.6037205457687378,0.0,0.0,82.5827457010746,63.58834821730852,94.51884869486094,0,0,0.0,0.0,0.0,0.0,1,1.202968880534172,227.25194320082664,55.0791015625,47.802734375,12655.1826171875,15080.0
8,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17817,0.41905511170625687,33.24396722018719,16.649355180561543,26.24685037881136,5.748896859586239,0.6526093930006027,0.0,0.0,82.54167903214693,63.70009668171406,94.69038061797619,0,0,0.0,0.0,0.0,0.0,1,1.2906920164823532,225.93108005821705,55.0791015625,47.802734375,12655.1826171875,15080.0
9,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18952,0.28858985751867294,45.667851343750954,17.703142948448658,27.542858384549618,5.82096166908741,0.6084693595767021,0.0,0.0,97.34328370541334,64.24822192639112,93.90590991824865,0,0,0.0,0.0,0.0,0.0,1,1.2320224195718765,225.06670840084553,55.0791015625,47.802734375,12655.1826171875,15080.0
9,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18372,0.34418515861034393,33.12299959361553,16.160191036760807,25.262353010475636,5.965111777186394,0.636405311524868,0.0,0.0,81.14706072956324,64.42953273653984,93.7329800799489,0,0,0.0,0.0,0.0,0.0,1,1.4538438990712166,230.29680270701647,55.0791015625,47.802734375,12655.1826171875,15080.0
9,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18341,0.3162473440170288,32.74780511856079,16.736242920160294,26.57958958297968,6.080216728150845,0.6207609549164772,0.0,0.0,82.76461530476809,64.19486179947853,93.85841712355614,0,0,0.0,0.0,0.0,0.0,1,1.4127762988209724,227.08292584866285,55.0791015625,47.802734375,12655.1826171875,15080.0
10,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18811,0.4827519878745079,37.01071906834841,16.734846867620945,26.911750435829163,5.948643200099468,0.6660204380750656,0.0,0.0,87.27198000997305,64.60386049002409,93.51339470595121,0,0,0.0,0.0,0.0,0.0,1,1.4161290600895882,224.3439769372344,55.0791015625,47.802734375,12655.1826171875,15080.0
10,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17650,0.3947494551539421,31.99154883623123,15.915174037218094,24.915647692978382,5.662568844854832,0.588633120059967,0.0,0.0,79.0735725313425,64.7334884852171,93.2519044727087,0,0,0.0,0.0,0.0,0.0,1,1.2747682631015778,226.8116557970643,55.0791015625,47.802734375,12655.1826171875,15080.0
10,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18424,0.25757960975170135,31.27831779420376,15.260896645486355,24.54269863665104,5.611144937574863,0.6411559879779816,0.0,0.0,77.334214001894,63.55203129351139,92.93034765869379,0,0,0.0,0.0,0.0,0.0,1,1.4069098979234695,222.08638489246368,55.0791015625,47.802734375,12655.1826171875,15080.0
10,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18349,0.25506503880023956,37.09201514720917,16.08754973858595,27.024351060390472,5.981870926916599,0.5964562296867371,0.0,0.0,86.78224310278893,63.49895056337118,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,64.66476153582335,55.0791015625,55.0791015625,4986.275390625,15080.0
11,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18443,0.2813255414366722,36.794486455619335,16.91225729882717,26.691893115639687,6.010646931827068,0.6506545469164848,0.0,0.0,87.05993834882975,64.28481917828321,93.34074426442385,0,0,0.0,0.0,0.0,0.0,1,1.3596965000033379,224.01459980756044,55.0791015625,47.802734375,12655.1826171875,15080.0
11,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18386,0.571313314139843,32.88609441369772,15.79002384096384,25.346997193992138,5.459456704556942,0.6109839305281639,0.0,0.0,80.0935560837388,64.80472721159458,92.67137199640274,0,0,0.0,0.0,0.0,0.0,1,1.2353761121630669,224.9636221677065,55.0791015625,47.802734375,12655.1826171875,15080.0
11,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18304,0.3070281818509102,32.43937995284796,15.27486089617014,24.594945833086967,5.358594469726086,0.6738407537341118,0.0,0.0,78.34162190556526,64.06802777200937,92.83256903290749,0,0,0.0,0.0,0.0,0.0,1,1.308291219174862,226.37863364070654,55.0791015625,47.802734375,12655.1826171875,15080.0
12,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18483,0.26987120509147644,37.09592670202255,16.90470613539219,26.418386958539486,5.98579365760088,0.641155056655407,0.0,0.0,87.04596851021051,64.56474866718054,92.34283212572336,0,0,0.0,0.0,0.0,0.0,1,1.4172466471791267,232.46052861213684,55.0791015625,47.802734375,12655.1826171875,15080.0
12,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18624,0.31457096338272095,32.90145844221115,16.441795974969864,25.682522915303707,5.616461858153343,0.5819285288453102,0.0,0.0,81.22416771948338,63.55119310319424,92.0134549960494,0,0,0.0,0.0,0.0,0.0,1,1.197940669953823,236.89497541636229,55.0791015625,47.802734375,12655.1826171875,15080.0
12,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,19163,0.3408323973417282,33.86137634515762,16.08446054160595,26.36362984776497,5.9997765347361565,0.6087478250265121,0.0,0.0,82.91799109429121,63.086879439651966,91.36922657489777,0,0,0.0,0.0,0.0,0.0,1,1.3163937255740166,221.55753802508116,55.0791015625,47.802734375,12655.1826171875,15080.0
13,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17693,0.38581155240535736,37.033907137811184,16.658861190080643,26.718433015048504,6.494803354144096,0.6297007203102112,0.0,0.0,87.53570541739464,63.89090698212385,92.15956646949053,0,0,0.0,0.0,0.0,0.0,1,1.4544026926159859,221.87741845846176,55.0791015625,47.802734375,12655.1826171875,15080.0
13,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18685,0.48945751041173935,31.334190629422665,15.704815275967121,24.965655989944935,5.619259551167488,0.6836187094449997,0.0,0.0,78.30754015594721,63.51431645452976,92.21627935767174,0,0,0.0,0.0,0.0,0.0,1,1.1635785922408104,222.46325761079788,55.0791015625,47.802734375,12655.1826171875,15080.0
13,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18174,0.29920507222414017,31.259878538548946,15.669046901166439,25.673027150332928,5.632392130792141,0.666297972202301,0.0,0.0,78.90064269304276,64.16608765721321,91.5821073576808,0,0,0.0,0.0,0.0,0.0,1,1.9430210813879967,226.12273041158915,55.0791015625,47.802734375,12655.1826171875,15080.0
14,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18396,0.31652674078941345,37.3085280880332,16.571414656937122,27.666062116622925,6.032723933458328,0.6143348291516304,0.0,0.0,88.1930636242032,62.69324664026499,92.76468306779861,0,0,0.0,0.0,0.0,0.0,1,1.520334742963314,231.51318449527025,55.0791015625,47.802734375,12655.1826171875,15080.0
14,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18582,0.5053812637925148,34.111413173377514,15.739183872938156,24.764517322182655,5.403012037277222,0.6763562560081482,0.0,0.0,80.6944826617837,63.313448801636696,91.52902662754059,0,0,0.0,0.0,0.0,0.0,1,1.7698118463158607,219.36811227351427,55.0791015625,47.802734375,12655.1826171875,15080.0
14,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18901,0.30116084963083267,33.402370288968086,16.246509738266468,25.974188931286335,5.750562064349651,0.6378022953867912,0.0,0.0,82.01143331825733,62.93629948049784,91.0091195255518,0,0,0.0,0.0,0.0,0.0,1,1.3110851868987083,222.34787791967392,55.0791015625,47.802734375,12655.1826171875,15080.0
15,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18665,0.32043736428022385,38.56429923325777,16.666402108967304,26.523994281888008,6.343941204249859,0.6160121411085129,0.0,0.0,88.71464896947145,63.13046161085367,91.59942902624607,0,0,0.0,0.0,0.0,0.0,1,1.2350967153906822,223.32008741796017,55.0791015625,47.802734375,12655.1826171875,15080.0
15,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18123,0.4159817472100258,32.87492040544748,16.239522956311703,26.096830144524574,5.8016907423734665,0.6498163565993309,0.0,0.0,81.66278060525656,63.99148143827915,91.23512823134661,0,0,0.0,0.0,0.0,0.0,1,1.555255614221096,218.36684923619032,55.0791015625,47.802734375,12655.1826171875,15080.0
15,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18172,0.2941777929663658,31.973390839993954,15.19747357815504,24.517547339200974,5.3108371794223785,0.6288625299930573,0.0,0.0,77.6281114667654,63.49811237305403,91.40414837747812,0,0,0.0,0.0,0.0,0.0,1,1.5309499576687813,220.43447103351355,55.0791015625,47.802734375,12655.1826171875,15080.0
15,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17971,0.37994328886270523,47.17561416327953,16.213830560445786,27.773898094892502,6.2855444848537445,0.6414344534277916,0.0,0.0,98.09032175689936,62.630667351186275,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,64.00908064097166,55.0791015625,55.0791015625,4986.275390625,15080.0
16,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18118,0.2994854003190994,37.37054858356714,16.601870767772198,26.595226489007473,5.9327129274606705,0.6179679185152054,0.0,0.0,87.11832668632269,64.0694247558713,91.12617466598749,0,0,0.0,0.0,0.0,0.0,1,1.5708999708294868,224.21351540833712,55.0791015625,47.802734375,12655.1826171875,15080.0
16,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18575,0.2961317077279091,31.97171352803707,16.49934146553278,26.543271727859974,5.940528586506844,0.6288615986704826,0.0,0.0,81.58371690660715,64.0484718605876,91.85924381017685,0,0,0.0,0.0,0.0,0.0,1,1.4004837721586227,221.95731941610575,55.0791015625,47.802734375,12655.1826171875,15080.0
16,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18379,0.3184834495186806,33.41438341885805,16.656900756061077,26.302171871066093,5.8676209300756454,0.6475811824202538,0.0,0.0,82.88865815848112,62.234519980847836,91.72486700117588,0,0,0.0,0.0,0.0,0.0,1,1.5429630875587463,218.69762521237135,55.0791015625,47.802734375,12655.1826171875,15080.0
17,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17842,0.3198795020580292,37.00736630707979,17.205586656928062,27.360704727470875,6.2746647745370865,0.6322162225842476,0.0,0.0,88.48053868860006,63.70121520012617,91.8941656127572,0,0,0.0,0.0,0.0,0.0,1,1.4010434970259666,224.7443189844489,55.0791015625,47.802734375,12655.1826171875,15080.0
17,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18084,0.46738702803850174,31.710502691566944,15.804826281964779,25.234135799109936,5.613391287624836,0.6112623959779739,0.0,0.0,78.97411845624447,62.72369809448719,91.89723804593086,0,0,0.0,0.0,0.0,0.0,1,1.3303617015480995,223.3561286702752,55.0791015625,47.802734375,12655.1826171875,15080.0
17,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18345,0.25366898626089096,31.9552319124341,15.916302800178528,25.25621186941862,5.8100540190935135,0.6456254050135612,0.0,0.0,79.58342600613832,62.92093452066183,91.36336110532284,0,0,0.0,0.0,0.0,0.0,1,1.189839094877243,230.5337144061923,55.0791015625,47.802734375,12655.1826171875,15080.0
18,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18539,0.2849576994776726,37.18309011310339,17.013107426464558,26.265294291079044,5.827941931784153,0.6327731534838676,0.0,0.0,86.92220691591501,63.41067049652338,91.4996936917305,0,0,0.0,0.0,0.0,0.0,1,1.1850902810692787,222.82504476606846,55.0791015625,47.802734375,12655.1826171875,15080.0
18,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18528,0.30954182147979736,32.50894509255886,15.215637162327766,24.687405675649643,5.333739332854748,0.6277449429035187,0.0,0.0,78.37347220629454,63.293056562542915,91.84052608907223,0,0,0.0,0.0,0.0,0.0,1,1.157151535153389,236.10771261155605,55.0791015625,47.802734375,12655.1826171875,15080.0
18,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17944,0.32379012554883957,31.81163500994444,15.850643627345562,25.895963422954082,6.153973750770092,0.6392002105712891,0.0,0.0,80.35141602158546,62.601334415376186,91.31894167512655,0,0,0.0,0.0,0.0,0.0,1,1.3228189200162888,221.2102822959423,55.0791015625,47.802734375,12655.1826171875,15080.0
19,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18114,0.4324642941355705,37.27723937481642,16.877603717148304,26.32116060703993,6.21265172958374,0.7101604714989662,0.0,0.0,87.39881590008736,63.12208063900471,91.6617289185524,0,0,0.0,0.0,0.0,0.0,1,1.387912780046463,228.0305540189147,55.0791015625,47.802734375,12655.1826171875,15080.0
19,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18916,0.4497859627008438,32.796137034893036,16.299872659146786,26.170874014496803,6.082444451749325,0.6344495341181755,0.0,0.0,81.98377769440413,63.90543561428785,91.95814095437527,0,0,0.0,0.0,0.0,0.0,1,1.3954555615782738,220.02770844846964,55.0791015625,47.802734375,12655.1826171875,15080.0
19,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18867,0.32937806099653244,31.849349848926067,15.771851874887943,24.85810685902834,5.5114272981882095,0.6274664774537086,0.0,0.0,78.61820235848427,63.475484028458595,91.9880336150527,0,0,0.0,0.0,0.0,0.0,1,1.2342585250735283,223.97325839847326,55.0791015625,47.802734375,12655.1826171875,15080.0
20,5,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,18364,0.2843989059329033,37.7317750826478,17.197201028466225,26.705022901296616,6.207897327840328,0.6291428580880165,0.0,0.0,88.47103919833899,64.19402454048395,91.90869331359863,0,0,0.0,0.0,0.0,0.0,1,1.4175251126289368,222.12634049355984,55.0791015625,47.802734375,12655.1826171875,15080.0
20,55,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17879,0.3237910568714142,31.700446270406246,15.400296077132225,24.197387509047985,5.32955676317215,0.6291419267654419,0.0,0.0,77.25682854652405,63.059222884476185,91.46170038729906,0,0,0.0,0.0,0.0,0.0,1,1.3851188123226166,219.58239283412695,55.0791015625,47.802734375,12655.1826171875,15080.0
20,105,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,selected_after_full_read,selected_only,append,64,40300,4096,17903,0.35144761204719543,32.75367245078087,15.915454365313053,25.61966795474291,5.892484448850155,0.6297007203102112,0.0,0.0,80.8109799399972,64.2677778378129,92.19448920339346,0,0,0.0,0.0,0.0,0.0,1,1.2901322916150093,221.22928220778704,55.0791015625,47.802734375,12655.1826171875,15080.0
