checkpoint,repeat,batch_index,manifest_start_index,rf_seed,loss,target_rms,batch_samples
CQ_LR_DemoN9401_20260821_194308,0,0,0,1729,1.0093090534210205,1.2712417840957642,1
CQ_LR_DemoN9401_20260821_194308,0,1,1,1730,1.1943395137786865,1.2374696731567383,1
CQ_LR_DemoN9401_20260821_194308,0,2,2,1731,1.3711522817611694,1.3155573606491089,1
CQ_LR_DemoN9401_20260821_194308,0,3,3,1732,1.4353113174438477,1.5026652812957764,1
CQ_LR_DemoN9401_20260821_194308,0,4,4,1733,1.4432743787765503,1.438909888267517,1
CQ_LR_DemoN9401_20260821_194308,0,5,5,1734,1.1533501148223877,1.229604721069336,1
CQ_LR_DemoN9401_20260821_194308,0,6,6,1735,1.1900343894958496,1.2616817951202393,1
CQ_LR_DemoN9401_20260821_194308,0,7,7,1736,1.2949867248535156,1.2940534353256226,1
CQ_LR_DemoN9401_20260821_194308,0,8,8,1737,1.1768933534622192,1.2541345357894897,1
CQ_LR_DemoN9401_20260821_194308,0,9,9,1738,1.3355085849761963,1.358318567276001,1
CQ_LR_DemoN9401_20260821_194308,0,10,10,1739,1.4548134803771973,1.4160829782485962,1
CQ_LR_DemoN9401_20260821_194308,0,11,11,1740,1.0707240104675293,1.2481945753097534,1
CQ_LR_DemoN9401_20260821_194308,0,12,12,1741,1.328250527381897,1.3924716711044312,1
CQ_LR_DemoN9401_20260821_194308,0,13,13,1742,1.2701820135116577,1.358562707901001,1
CQ_LR_DemoN9401_20260821_194308,0,14,14,1743,1.780768632888794,1.657221794128418,1
CQ_LR_DemoN9401_20260821_194308,0,15,15,1744,1.7153619527816772,1.585094690322876,1
CQ_LR_DemoN9401_20260821_194308,0,16,16,1745,1.1276358366012573,1.198534607887268,1
CQ_LR_DemoN9401_20260821_194308,0,17,17,1746,1.39193594455719,1.4344464540481567,1
CQ_LR_DemoN9401_20260821_194308,0,18,18,1747,1.5475027561187744,1.391371250152588,1
CQ_LR_DemoN9401_20260821_194308,0,19,19,1748,1.3390365839004517,1.288348913192749,1
CQ_LR_DemoN9401_20260821_194308,0,20,20,1749,1.5401501655578613,1.4614983797073364,1
CQ_LR_DemoN9401_20260821_194308,0,21,21,1750,1.485472321510315,1.2719329595565796,1
CQ_LR_DemoN9401_20260821_194308,0,22,22,1751,1.4024648666381836,1.3184871673583984,1
CQ_LR_DemoN9401_20260821_194308,0,23,23,1752,1.3747656345367432,1.4273203611373901,1
CQ_LR_DemoN9401_20260821_194308,0,24,24,1753,1.3624262809753418,1.2381144762039185,1
CQ_LR_DemoN9401_20260821_194308,0,25,25,1754,1.2264976501464844,1.269612431526184,1
CQ_LR_DemoN9401_20260821_194308,0,26,26,1755,1.7589610815048218,1.5541954040527344,1
CQ_LR_DemoN9401_20260821_194308,0,27,27,1756,1.537461519241333,1.4548338651657104,1
CQ_LR_DemoN9401_20260821_194308,0,28,28,1757,1.1301052570343018,1.2935200929641724,1
CQ_LR_DemoN9401_20260821_194308,0,29,29,1758,1.6967777013778687,1.5439237356185913,1
CQ_LR_DemoN9401_20260821_194308,0,30,30,1759,1.6611870527267456,1.5464296340942383,1
CQ_LR_DemoN9401_20260821_194308,0,31,31,1760,1.6584091186523438,1.4809482097625732,1
