epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds
1,1.8078136175451145,1.9764646291732788,25.92658214829862,1.394706609658897,27.689761804416776
2,1.5941610201983385,1.9526803493499756,25.666570316068828,1.2297040447592735,27.415933440439403
3,1.4364258672150088,1.933353066444397,26.08174360357225,1.2408936731517315,27.751538700424135
4,1.3160357408120598,1.899657964706421,25.582995891571045,1.3088644975796342,27.345956834964454
