epoch,nfe,stage7_mean_field_relative_l2,cached_mean_field_relative_l2,cached_change_percent,stage7_worst_field,stage7_worst_field_relative_l2,cached_worst_field,cached_worst_field_relative_l2
200,1,0.2866194289177656,0.28491266034543516,-0.5954825109989742,U_1,0.6858626008033752,U_1,0.678825318813324
200,4,0.33106948621571064,0.32242554016411307,-2.61091595918494,U_1,0.8587873578071594,U_1,0.8152036070823669
400,1,0.24113292172551154,0.2395684404298663,-0.6488045201169712,U_1,0.5448271036148071,U_1,0.5194758176803589
400,4,0.26663160920143125,0.27194946594536307,1.9944584814452184,U_1,0.6399322152137756,U_1,0.6535657644271851
600,1,0.22160936892032623,0.2167046032845974,-2.213248320513116,U_1,0.4952266216278076,U_1,0.45757654309272766
600,4,0.2470247946679592,0.24290844667702913,-1.6663703724409973,U_1,0.5856654047966003,U_1,0.555747926235199
