epoch,stage7_mean_rf_loss,cached_mean_rf_loss,cached_change_percent,paired_difference_cached_minus_stage7,paired_difference_ci95_low,paired_difference_ci95_high,evaluations
200,0.4070963296495999,0.41961170903717476,3.07430415753127,0.01251537938757489,0.00870086193123066,0.016329896843919122,192
400,0.3096783116149406,0.31132402053723734,0.531425308318997,0.0016457089222967625,-0.0009539064395089215,0.004245324284102446,192
600,0.27642409526742995,0.27622551676662016,-0.07183834702169146,-0.00019857850080976883,-0.0025486532140943517,0.0021514962124748144,192
