checkpoint,repeat,batch_index,manifest_start_index,rf_seed,loss,target_rms,batch_samples
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,0,0,1729,0.13757994771003723,1.2712417840957642,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,1,1,1730,0.5611737370491028,1.2374696731567383,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,2,2,1731,0.31355714797973633,1.3155573606491089,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,3,3,1732,0.769223153591156,1.5026652812957764,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,4,4,1733,0.46426889300346375,1.438909888267517,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,5,5,1734,0.3044150769710541,1.229604721069336,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,6,6,1735,0.3389056622982025,1.2616817951202393,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,7,7,1736,0.18000368773937225,1.2940534353256226,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,8,8,1737,0.5505059361457825,1.2541345357894897,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,9,9,1738,0.39405879378318787,1.358318567276001,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,10,10,1739,0.2998906373977661,1.4160829782485962,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,11,11,1740,0.21288879215717316,1.2481945753097534,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,12,12,1741,0.28816914558410645,1.3924716711044312,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,13,13,1742,0.390337198972702,1.358562707901001,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,14,14,1743,0.350436270236969,1.657221794128418,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,15,15,1744,0.17168840765953064,1.585094690322876,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,16,16,1745,0.27478858828544617,1.198534607887268,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,17,17,1746,0.22196362912654877,1.4344464540481567,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,18,18,1747,0.2837129533290863,1.391371250152588,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,19,19,1748,0.3247157335281372,1.288348913192749,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,20,20,1749,0.13125012814998627,1.4614983797073364,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,21,21,1750,0.6894048452377319,1.2719329595565796,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,22,22,1751,0.1809222251176834,1.3184871673583984,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,23,23,1752,0.5535396337509155,1.4273203611373901,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,24,24,1753,0.3063725233078003,1.2381144762039185,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,25,25,1754,0.7062260508537292,1.269612431526184,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,26,26,1755,0.22776742279529572,1.5541954040527344,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,27,27,1756,0.13745181262493134,1.4548338651657104,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,28,28,1757,0.21682558953762054,1.2935200929641724,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,29,29,1758,0.24796144664287567,1.5439237356185913,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,30,30,1759,0.1738947629928589,1.5464296340942383,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,31,31,1760,0.26057615876197815,1.4809482097625732,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,32,32,1761,0.293986052274704,1.4537943601608276,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,33,33,1762,0.43714427947998047,1.491246223449707,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,34,34,1763,0.17049258947372437,1.4101910591125488,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,35,35,1764,0.5432515144348145,1.5030418634414673,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,36,36,1765,0.17618930339813232,1.4244263172149658,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,37,37,1766,0.22645683586597443,1.2375946044921875,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,38,38,1767,0.39988744258880615,1.1980024576187134,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,39,39,1768,0.6655024886131287,1.2635536193847656,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,40,40,1769,0.4239019453525543,1.2661088705062866,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,41,41,1770,0.18945936858654022,1.3739055395126343,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,42,42,1771,0.20001108944416046,1.4393550157546997,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,43,43,1772,0.17402531206607819,1.4436804056167603,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,44,44,1773,0.4263474643230438,1.3601627349853516,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,45,45,1774,0.3615882992744446,1.368615984916687,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,46,46,1775,0.17357085645198822,1.4792680740356445,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,47,47,1776,0.23339863121509552,1.387721061706543,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,48,48,1777,0.3946389853954315,1.158987283706665,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,49,49,1778,0.4419975280761719,1.5482131242752075,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,50,50,1779,0.18639953434467316,1.3562288284301758,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,51,51,1780,0.6204790472984314,1.3042479753494263,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,52,52,1781,0.2804027199745178,1.4727568626403809,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,53,53,1782,0.2719334065914154,1.3449550867080688,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,54,54,1783,0.09779222309589386,1.3635814189910889,1
F0_ENH_1K_B128_DemoN9510_20260821_235104,0,55,55,1784,0.17858460545539856,1.1997123956680298,1
