profile,data_path_mode,coord_batch_mode,index_sampling_mode,sampling_device,field_read_mode,field_normalization_mode,gpu_transfer_mode,batch_size,N_full,N_query,N_obs_total,iterations,samples_per_sec,selected_query_points_per_sec,pre_model_latency_ms,loader_wait_ms,index_sampling_ms,hdf5_read_ms,cpu_normalization_ms,cpu_materialization_ms,h2d_ms,sparse_condition_materialization_ms,query_materialization_ms,total_step_ms,peak_allocated_mb,peak_reserved_mb,optimized_over_legacy_step_time,optimized_over_legacy_pre_model_time,optimized_over_legacy_gpu_memory
optimized_fullnorm,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,legacy_full_after_read,selected_only,4,40300,4096,1024,8,379.35634758756896,1553843.5997186825,9.558800724335015,8.73553124256432,2.6840175269171596,2.001409884542227,2.5997167686000466,0.5364262033253908,1.737230340950191,0.0,0.0,10.544175747781992,0.53564453125,2.0,,,
optimized_fullnorm,optimized,shared_mesh,scalable,cpu,legacy_full_snapshot,legacy_full_after_read,selected_only,4,40300,16384,1024,8,339.66915407016853,5565139.420285641,11.225874070078135,11.357982293702662,6.241800030693412,1.9416594877839088,1.7725365469232202,0.8901089895516634,0.3797690151259303,0.0,0.0,11.776164988987148,2.03564453125,22.0,,,
