epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds
1,1.9250634421764965,1.769242525100708,17.96905629709363,1.1157864648848772,19.204451196826994
2,1.6344751707265075,,17.51158765424043,0.0,17.511696328409016
3,1.502653202540438,,17.73409942165017,0.0,17.73416088335216
4,1.399473485812335,,17.998923570849,0.0,17.998972460627556
5,1.3242574342539613,1.2797163724899292,18.221930108964443,1.0945571586489677,19.419444220140576
6,1.2685281458035322,,18.408328484743834,0.0,18.40838966704905
7,1.2059872049680898,,18.535658972337842,0.0,18.53572546131909
8,1.1685592221542143,,18.61731401644647,0.0,18.6173654217273
9,1.1224490958200375,,18.534665994346142,0.0,18.534718516282737
10,1.0878707455917143,1.1055068969726562,18.343429720960557,1.0645084651187062,19.50562095362693
11,1.078799180581536,,18.130062114447355,0.0,18.130116033367813
12,1.061828398368728,,18.023521210066974,0.0,18.023575408384204
13,1.0253976096569652,,18.000573631376028,0.0,18.000630343332887
14,1.0112210125990317,,17.97426270507276,0.0,17.974336178973317
15,1.0014450717979753,0.998315155506134,17.96149444859475,1.054265863262117,19.116064416244626
16,0.9904376822458186,,17.949217061512172,0.0,17.949268465861678
17,0.9872348409303477,,17.970472841523588,0.0,17.970525921322405
18,0.981535468302982,,18.029680891893804,0.0,18.02973145712167
19,0.9662288612043354,,18.072994224727154,0.0,18.07304702606052
20,0.9586350346954775,0.9551894068717957,18.15660876967013,1.0687568932771683,19.368101476691663
21,0.9494228094396456,,18.19885324779898,0.0,18.19891163520515
22,0.943696572747029,,18.226110080257058,0.0,18.226162881590426
23,0.9379839829995599,,18.25093778502196,0.0,18.25098946876824
24,0.9257950044014085,,18.244599615223706,0.0,18.244649623520672
25,0.9136985456439811,0.9280585050582886,18.250843377783895,1.070745854638517,19.422095347195864
26,0.9135410147653499,,18.20280908793211,0.0,18.202861609868705
27,0.9048371650803257,,18.166940157301724,0.0,18.16699072252959
28,0.8967184147364656,,18.158394348807633,0.0,18.15846251603216
29,0.8909327547315141,,18.142691650427878,0.0,18.14274640660733
30,0.8842206068441901,0.8835101127624512,18.134193028323352,1.0638768346980214,19.301095341332257
