epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds
1,1.832628401498946,1.5728942326136999,30.399271187372506,2.4061402259394526,32.904217577539384
2,1.466415526374938,,29.3508815523237,0.0,29.350993580184877
3,1.3730354914589533,,29.97225040011108,0.0,29.972343429923058
4,1.287000504751054,,30.31611081957817,0.0,30.316206364892423
5,1.2209429059709822,,30.56997701525688,0.0,30.570089322514832
6,1.1574881417410714,,30.722110119648278,0.0,30.722218235954642
7,1.1268832494342138,,30.61878753453493,0.0,30.618911853060126
8,1.0644402882409474,,30.30815602093935,0.0,30.308241507969797
9,1.0171502733987474,,30.204894714057446,0.0,30.204996405169368
10,0.9985546535915799,,30.19426577910781,0.0,30.194362721405923
11,0.9781160505991133,,30.230884045362473,0.0,30.23097567912191
12,0.9807506742931548,,30.26884359680116,0.0,30.268933275714517
13,0.9793561905149429,,30.24708574078977,0.0,30.247183519415557
14,0.9409746442522321,,30.36401002202183,0.0,30.364103332161903
15,0.913092537531777,,30.40954841673374,0.0,30.409712687134743
16,0.8956036037868924,,30.26012607011944,0.0,30.260215189307928
17,0.8820063878619482,,30.331520546227694,0.0,30.331617766991258
18,0.8718531169588604,,30.248586505651474,0.0,30.2487178100273
19,0.8553611513168092,,30.326885107904673,0.0,30.326980931684375
20,0.8501639593215216,,30.16555467993021,0.0,30.16564519610256
21,0.8397299145895337,,30.266537656076252,0.0,30.266657784581184
22,0.8111695183648003,,30.319136724807322,0.0,30.319254619069397
23,0.8054534669906374,,30.230848361738026,0.0,30.230985251255333
24,0.8017381335061694,,30.070991406217217,0.0,30.07111768051982
25,0.79165037851485,,30.148565696552396,0.0,30.14865928515792
26,0.7853516472710503,,30.29079557955265,0.0,30.29088721331209
27,0.7778469872853112,,30.109274313785136,0.0,30.109384106472135
28,0.7802089509509859,,30.163287917152047,0.0,30.163386256434023
29,0.7742898729112413,,30.1737250238657,0.0,30.173815817572176
30,0.7737619914705791,,30.239941835403442,0.0,30.240032352507114
31,0.7737496996682788,,30.265575604513288,0.0,30.26567254588008
32,0.769616202702598,,30.211998872458935,0.0,30.21210196055472
33,0.7564622182694692,,30.105056217871606,0.0,30.105151482857764
34,0.746902586921813,,30.229731366038322,0.0,30.229845349676907
35,0.7456230890183222,,30.34551024157554,0.0,30.345611094497144
36,0.7412047613234747,,30.233365171588957,0.0,30.23347943276167
37,0.757697029719277,,30.288810065947473,0.0,30.288952824659646
38,0.7614768497527592,,30.208376088179648,0.0,30.208466604351997
39,0.7446274530319941,,30.433458182029426,0.0,30.433546463027596
40,0.7347743321978857,,30.15045593958348,0.0,30.150546735152602
41,0.7322204832046751,,30.241966765373945,0.0,30.24205532670021
42,0.7303228832426525,,30.216809637844563,0.0,30.216900154948235
43,0.7293690272739956,,30.306696213781834,0.0,30.306799580343068
44,0.7174491276816716,,30.21459742821753,0.0,30.214705544523895
45,0.7208009144616505,,30.328443161211908,0.0,30.328593184240162
46,0.7270540509905133,,30.2870963383466,0.0,30.28718964755535
47,0.7326924157521081,,30.41319224052131,0.0,30.41332857310772
