epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds,model
85,0.6075615307963487,0.6267273426055908,26.84375030361116,1.3441680874675512,28.2648563310504,F0
86,0.616302436125194,,26.985420756042004,0.0,26.985473555512726,F0
87,0.6079712996246122,,26.97205144818872,0.0,26.972107322886583,F0
88,0.6036006846326463,,26.9302551150322,0.0,26.930308474227783,F0
89,0.6041186177138741,,26.92488107457757,0.0,26.92494002263993,F0
90,0.6101381558898493,0.5990470051765442,26.91689547337592,1.34863889683038,28.415851082652807,F0
91,0.5983238490760749,,26.96778710186481,0.0,26.967844372615215,F0
92,0.5990214246384641,,27.00882561225444,0.0,27.008875340223312,F0
93,0.596022477386691,,27.024172686971724,0.0,27.024229398928583,F0
94,0.5978946550518063,,26.964883540757,0.0,26.964932988397777,F0
95,0.5947949023956948,0.5984966158866882,26.979809309355915,1.3276018174365165,28.456027594394985,F0
96,0.5993223799035904,,26.928771066479385,0.0,26.92889343202114,F0
97,0.5897031202383921,,26.813836134970188,0.0,26.81389871519059,F0
98,0.5971632071420656,,26.916908990591764,0.0,26.91697240807116,F0
99,0.5880270883546653,,26.89136267639697,0.0,26.891419387422506,F0
100,0.5946778101278535,0.6008005738258362,26.863716608844697,1.3388409037142992,28.27886296529323,F0
101,0.5888854222940215,,26.92244700435549,0.0,26.922499246895317,F0
102,0.5833913924846243,,26.982236202806234,0.0,26.98229040019214,F0
103,0.58674962469872,,26.94030341599137,0.0,26.940354260616004,F0
104,0.5898684778957503,,26.905294250696898,0.0,26.905343419872224,F0
105,0.5814649433108932,0.5982928276062012,26.891490942798555,1.3213654914870858,28.35914156865329,F0
106,0.5850855509440104,,26.84003916941583,0.0,26.84009336773306,F0
107,0.5757180071891622,,26.835744770243764,0.0,26.83581628929824,F0
108,0.5795967156159962,,26.888220033608377,0.0,26.88826948218048,F0
109,0.5777030566059951,,26.931455129757524,0.0,26.93150541651994,F0
110,0.5738511863329732,0.5886455774307251,26.925734815187752,1.3398852301761508,28.417559349909425,F0
111,0.5752677646934563,,26.91428378224373,0.0,26.91434300877154,F0
112,0.5745177573346077,,26.938163273967803,0.0,26.938212723471224,F0
113,0.5746909067140403,,26.95780388172716,0.0,26.9578569624573,F0
114,0.5729499979222075,,26.924215275794268,0.0,26.924265562556684,F0
115,0.5687229886968085,0.5670469403266907,26.951308303512636,1.314355476759374,28.45516018569469,F0
116,0.5670200104409076,,26.94597250968218,0.0,26.94602559134364,F0
117,0.567216048003934,,26.965937468223277,0.0,26.965992503799495,F0
118,0.5708555938504266,,26.98587484937161,0.0,26.98592429701239,F0
119,0.565282348199939,,27.0059556234628,0.0,27.00600926205516,F0
120,0.5591210980787344,0.559707760810852,26.98830135911703,1.352509547956288,28.486871594563127,F0
121,0.5600412247028757,,26.939312082715333,0.0,26.93936348613352,F0
122,0.5597012026090149,,26.93875711131841,0.0,26.93881801236421,F0
123,0.5624290087544326,,26.9917094418779,0.0,26.99175889045,F0
124,0.5670134632299978,,26.95973353460431,0.0,26.959790525957946,F0
125,0.5570472554957613,0.5527732968330383,26.93371833488345,1.3377006696537137,28.398762688972056,F0
126,0.5553204692001884,,26.894223801791668,0.0,26.89429141022265,F0
127,0.5582686620401153,,26.94533782172948,0.0,26.94539062306285,F0
128,0.5546700227345135,,26.932864141650494,0.0,26.932924484834075,F0
129,0.5528480583894337,,26.92965721990913,0.0,26.929708344861865,F0
130,0.551748884485123,0.5549065470695496,26.96091429516673,1.3325304202735424,28.368172066286206,F0
131,0.5526248580175088,,26.915059039369226,0.0,26.915112398564816,F0
132,0.5483519100973792,,26.945016846060756,0.0,26.945071323774755,F0
133,0.5458144059417941,,26.967561322264373,0.0,26.96761300601065,F0
134,0.5479111908175421,,26.942385766655207,0.0,26.94254947733134,F0
135,0.5474441203665226,0.5494720339775085,26.910452561452985,1.3309476170688868,28.3976321015507,F0
136,0.5530748840764905,,26.93850097898394,0.0,26.93855405878276,F0
137,0.5455576037684231,,26.948341228067875,0.0,26.9483990566805,F0
138,0.5475546654234541,,26.965009591542184,0.0,26.9650598783046,F0
139,0.543382631126025,,26.995144184678797,0.0,26.99519866053015,F0
140,0.5474145226444759,0.5497934818267822,26.964690673165023,1.35032432153821,28.391818886622787,F0
141,0.5400120620186447,,26.95940618123859,0.0,26.95945507194847,F0
142,0.5403484587973737,,26.933143274858597,0.0,26.933199428021908,F0
143,0.5421572205022718,,26.914271127432585,0.0,26.91432225238532,F0
144,0.5416971842447916,,26.87231241259724,0.0,26.87236214056611,F0
145,0.5397731699842088,0.5510078072547913,26.869553262367845,1.3290851041674614,28.2745063630864,F0
146,0.538418600745235,,26.84247522149235,0.0,26.842547298409045,F0
147,0.5345888070180906,,26.897622840479016,0.0,26.89770218078047,F0
148,0.538696992481854,,26.90419470798224,0.0,26.90424359869212,F0
149,0.5391493452356216,,26.9098259517923,0.0,26.909882104955614,F0
150,0.5363817147329344,0.5443910360336304,26.9056407045573,1.3201904399320483,28.370671992190186,F0
151,0.5347023821891622,,26.89065165258944,0.0,26.89070669002831,F0
152,0.5331742306973072,,26.92843816615641,0.0,26.928488452918828,F0
153,0.5305463101001496,,26.923204762861133,0.0,26.923254770226777,F0
154,0.5277782467240137,,26.91297958698124,0.0,26.913033785298467,F0
155,0.5326619249709109,0.5358328223228455,26.95710755791515,1.3181034866720438,28.41786386072636,F0
156,0.530978371911015,,27.02246570307761,0.0,27.022514312528077,F0
157,0.5294700243794326,,26.97424845676869,0.0,26.974304889328774,F0
158,0.5353437924215979,,27.01278765965253,0.0,27.01284521073103,F0
159,0.5337704597635472,,26.970151689834893,0.0,26.970203931443397,F0
160,0.5297498229547595,0.5433860421180725,26.947914498858157,1.3301741871982813,28.35388850606978,F0
161,0.5303881489638741,,26.923206000588834,0.0,26.92325600795448,F0
162,0.5288825610005263,,26.935735042206943,0.0,26.935791475698352,F0
163,0.526295005852449,,26.90690390393138,0.0,26.90696061588824,F0
164,0.5263299062742409,,26.95381643809378,0.0,26.953869238495827,F0
165,0.5256698283743351,0.5305879712104797,26.9698853995651,1.3261802773922682,28.45060204993933,F0
166,0.5272569047643784,,26.960522182285786,0.0,26.96057358570397,F0
167,0.5274269158113087,,26.999598402529955,0.0,26.99965148326009,F0
168,0.5250606672138187,,27.01950844284147,0.0,27.019558729603887,F0
169,0.5289632377895057,,26.898531023412943,0.0,26.8985877353698,F0
170,0.5275647318955009,0.5282881855964661,26.915755489841104,1.3322551539167762,28.404750405810773,F0
171,0.5222197187707779,,26.85897006560117,0.0,26.85902063082904,F0
172,0.5249534769261137,,26.85571224335581,0.0,26.85576476342976,F0
173,0.5272994345807015,,26.84157966542989,0.0,26.84163330309093,F0
174,0.52391165875374,,26.864580685272813,0.0,26.864639631472528,F0
175,0.5252662279927138,0.5315988063812256,26.84612123016268,1.3302900437265637,28.258035677485168,F0
176,0.5222333542844082,,26.934432281181216,0.0,26.9344859207049,F0
177,0.5192891114146997,,26.96150094270706,0.0,26.96156156621873,F0
178,0.5239034341582169,,26.944343922659755,0.0,26.944395045749843,F0
179,0.5206811783161569,,26.96553464140743,0.0,26.96559750009328,F0
180,0.5234913927443484,0.5202732086181641,26.931263416074216,1.3325392371043565,28.397218360565603,F0
181,0.5262853744182181,,26.872281067073345,0.0,26.87233749963343,F0
182,0.5221355248850288,,26.880486394278705,0.0,26.880540032871068,F0
183,0.5213380637743794,,26.92177165858448,0.0,26.92182306293398,F0
184,0.5209570269212656,,26.922976534813643,0.0,26.92303464468569,F0
185,0.5219371065180353,0.5304262042045593,26.933747046627104,1.309744860045612,28.31978145521134,F0
186,0.5203512205299756,,26.941093877889216,0.0,26.941206185147166,F0
187,0.5210099998095357,,26.95163391251117,0.0,26.95168922841549,F0
188,0.5221866580611425,,26.921561081893746,0.0,26.92161807231605,F0
189,0.525369792965287,,26.91596302762628,0.0,26.91601778473705,F0
190,0.5206847495221077,0.5303247570991516,26.903824464417998,1.3124969461932778,28.29458696115762,F0
191,0.5184840750187001,,26.939340513199568,0.0,26.939393871463835,F0
192,0.5196646832405253,,26.99428142793477,0.0,26.994338979013264,F0
193,0.5182000018180685,,26.97872246056795,0.0,26.978776938281957,F0
194,0.5170379530453513,,27.00926796440035,0.0,27.009333895519376,F0
195,0.5208958294374723,0.5248257517814636,26.96550828497857,1.312202701345086,28.35339794680476,F0
196,0.5244889496066046,,26.960277382284403,0.0,26.960328227840364,F0
197,0.5186665311772772,,26.981728590093557,0.0,26.981789771467447,F0
198,0.5224848537580341,,27.017368459142745,0.0,27.017432154156268,F0
199,0.5211795238738365,,27.0160499047488,0.0,27.01610494032502,F0
200,0.5259053115303635,0.5234354138374329,27.02044028788805,1.3301052460446954,49.590425580739975,F0
1,1.6497356874722962,1.3743810653686523,92.50035705417396,4.636871888302267,97.23595861811192,F1
2,1.2878147422844637,,95.95374947413802,0.0,95.95388832036406,F1
3,1.1773654586034463,,95.37189133279026,0.0,95.3719533532858,F1
4,1.0859037358710106,,95.74613540899009,0.0,95.7461876505986,F1
5,1.008941758608987,0.9744512438774108,95.65899188257754,4.596801078878343,100.40182252135128,F1
6,0.9737471993087876,,95.70183599926531,0.0,95.70189271122216,F1
7,0.9496751068331672,,95.75000435300171,0.0,95.75005575735122,F1
8,0.9124207192278924,,95.8565030619502,0.0,95.85657290369272,F1
9,0.8951707664110982,,95.64311108272524,0.0,95.64317533746362,F1
10,0.8684561979686115,0.8423621654510498,95.83164460863918,4.612919256091118,100.59003944136202,F1
11,0.8406032805747174,,95.68934045080096,0.0,95.68940749857576,F1
12,0.8267458651928191,,95.75092272646724,0.0,95.75097552780062,F1
13,0.7982439081719581,,95.73444962594658,0.0,95.73450130876154,F1
14,0.799096073664672,,95.73201557714492,0.0,95.73207731731236,F1
15,0.795135443937694,0.7638441324234009,95.76690438203514,4.5944394106045365,100.51136481389403,F1
16,0.7745083206934287,,95.69968538824467,0.0,95.69974601082504,F1
17,0.7623991188428081,,95.65868831519036,0.0,95.65873804315925,F1
18,0.7665155289020944,,95.80322158616036,0.0,95.80327326990664,F1
19,0.7713547294021498,,95.77224667929111,0.0,95.77230255212636,F1
20,0.7573023586408466,0.7995408773422241,95.84683599881828,4.618220784701407,100.54061853326856,F1
21,0.743610679680574,,95.67854034528136,0.0,95.67859426233916,F1
22,0.7569359853758034,,95.87231932580472,0.0,95.87237296625972,F1
23,0.7468345587980663,,95.84571475535633,0.0,95.84576867241412,F1
24,0.7467297493143285,,95.73037119675428,0.0,95.7304253950715,F1
25,0.7471750137653757,0.7681235671043396,95.78682672418654,4.632234688848257,100.49494501389565,F1
26,0.7341511503179022,,95.82186507619916,0.0,95.8219203921035,F1
27,0.7233784993489584,,95.77498181629926,0.0,95.77503154426812,F1
28,0.7288903310789284,,95.82619117200376,0.0,95.82624592911452,F1
29,0.7157218878996288,,95.82729327399284,0.0,95.82734691444784,F1
30,0.714151531246537,0.6970069408416748,95.87309853639454,4.574304345063865,100.5969965942204,F1
31,0.7118317624355884,,95.80061837285756,0.0,95.80067592300476,F1
32,0.7215180633761359,,95.93201610352844,0.0,95.9320756085217,F1
33,0.696275697532275,,95.80704432260244,0.0,95.807100196369,F1
34,0.7011020741564162,,95.67659725435078,0.0,95.67664754018188,F1
35,0.7130363951338098,0.6838231682777405,95.86593578569592,4.607473875395954,100.62550360243767,F1
36,0.7105088470675421,,95.89501704182476,0.0,95.89506648946552,F1
37,0.6995982717960438,,95.8639430999756,0.0,95.86399590130895,F1
38,0.7060090734603557,,95.72572699189186,0.0,95.72578565962613,F1
39,0.6959804237311613,,95.71227222122252,0.0,95.71232446283102,F1
40,0.690081386701435,0.7292978763580322,95.73663093801588,4.599948905408382,100.41482500173151,F1
41,0.6903675160509475,,95.86849157046528,0.0,95.86854325328022,F1
42,0.6844196184307125,,95.84546438790858,0.0,95.84551523346454,F1
43,0.6879415309175532,,95.834838623181,0.0,95.83488946780562,F1
44,0.6884514558399822,,95.84539949893951,0.0,95.84545453544706,F1
45,0.6976277236397385,0.68427574634552,95.80977513082324,4.572001861408353,100.46115889493376,F1
46,0.6875154211166057,,95.85705473273993,0.0,95.85713602975012,F1
47,0.6750699848147994,,95.8265405446291,0.0,95.8265936234966,F1
48,0.6807539919589428,,95.85567690897732,0.0,95.8557294299826,F1
49,0.6744068768007535,,95.83427769038826,0.0,95.83433356322348,F1
50,0.6724110055477062,0.6593670845031738,95.88862149044871,4.594087711535394,100.63541764952242,F1
51,0.6757553858114472,,95.75634004175664,0.0,95.75640345923604,F1
52,0.6630102387556793,,95.76545915473253,0.0,95.76551614608616,F1
53,0.6716387052062556,,95.7974557140842,0.0,95.79750991240144,F1
54,0.675994169627521,,95.74776582140476,0.0,95.74781890120356,F1
55,0.6665870179521277,0.6585334539413452,95.74799505341798,4.604105503298342,100.499647943303,F1
56,0.6699876717641844,,95.77165875583889,0.0,95.77171435113996,F1
57,0.6566591736272718,,95.71501511055976,0.0,95.71507349982858,F1
58,0.6590425748351618,,96.02984755299984,0.0,96.02989672124386,F1
59,0.6577293450105275,,95.75048131216316,0.0,95.75053104106335,F1
60,0.6473752285571809,0.6472759246826172,95.8320679925382,4.614385575056076,100.59761263802648,F1
61,0.6603091084365303,,95.6487197978422,0.0,95.648768408224,F1
62,0.6506396354512965,,95.72769816871732,0.0,95.72774957213552,F1
63,0.6612092687728557,,95.702557137236,0.0,95.70260630641133,F1
64,0.6580002155709774,,95.66809449903668,0.0,95.66814227215946,F1
65,0.6399092437527704,0.6411068439483643,95.63031473383307,4.633069385774434,100.41308654751629,F1
66,0.6481758821095135,,95.6661526961252,0.0,95.66620214562865,F1
67,0.6390144943345523,,95.81339042726904,0.0,95.81344043370336,F1
68,0.6445550039304909,,95.74538053944708,0.0,95.7454294282943,F1
69,0.6335266870809785,,95.74909143522382,0.0,95.74913976620884,F1
70,0.6379108293682125,0.6554183959960938,95.67099163401872,4.592398894950748,100.33964124694468,F1
71,0.641126646217725,,95.67950022500008,0.0,95.67954827751964,F1
72,0.6340181607726618,,95.6897096624598,0.0,95.68976441770792,F1
73,0.6314063647114638,,95.82928228471428,0.0,95.82933313027024,F1
74,0.6244815799361425,,95.83012504503132,0.0,95.8301758915186,F1
75,0.6384617149407137,0.6285139322280884,95.84924967307596,4.627068695612252,100.61547575518487,F1
76,0.6260151964552859,,95.67654227092862,0.0,95.6765956301242,F1
77,0.6238567812222962,,95.65456961654128,0.0,95.6546212984249,F1
78,0.6183941347379212,,95.5495463181287,0.0,95.54959409032016,F1
79,0.6222341009911071,,95.5875217858702,0.0,95.5875731902197,F1
80,0.6180231080833056,0.6046295762062073,95.7325537558645,4.63134268950671,100.51153491437437,F1
81,0.6183622644302693,,95.80989759694783,0.0,95.80994816310704,F1
82,0.6118551484236481,,95.65004986524582,0.0,95.65009931381792,F1
83,0.6120399853861924,,95.80834844429046,0.0,95.8083976134658,F1
84,0.6082027787012412,,95.7023970168084,0.0,95.70244981907308,F1
85,0.6039744167463154,0.6112961173057556,95.61687566433102,4.618426097556949,100.31164356134832,F1
86,0.6079821214608266,,95.71854701731354,0.0,95.71863641496748,F1
87,0.6123408865421376,,95.6108938511461,0.0,95.61094581428917,F1
88,0.6073055943698747,,95.7049145149067,0.0,95.70496284682304,F1
89,0.6082648960411126,,95.7671371260658,0.0,95.76719104405493,F1
90,0.6014082888339428,0.6098945140838623,95.73026307392864,4.588615727610886,100.39484121464191,F1
91,0.6098048433344415,,95.544191762805,0.0,95.5442479159683,F1
92,0.5955817039976729,,95.59252381976694,0.0,95.59257606230676,F1
93,0.6038723127216312,,95.5259035145864,0.0,95.5259529640898,F1
94,0.5966424062742409,,95.7711170297116,0.0,95.7711656400934,F1
95,0.601384589012633,0.6104018092155457,95.8717269366607,4.6503461161628366,100.59750493988396,F1
96,0.5974074018762466,,95.91988139413296,0.0,95.91993140149862,F1
97,0.6001559859471963,,95.73338367044926,0.0,95.73343758750708,F1
98,0.5879694620768229,,95.7011541351676,0.0,95.70120693743227,F1
99,0.5870892680283134,,95.59205893799664,0.0,95.59210782777518,F1
100,0.5961085650937777,0.5882318019866943,95.86967761907728,4.637110364623368,100.64798635710032,F1
101,0.5896910538910128,,95.61884670425206,0.0,95.6188995037228,F1
102,0.5813350271671376,,95.56310339737684,0.0,95.5631553614512,F1
103,0.5866724650065104,,95.88692413829268,0.0,95.88697609957308,F1
104,0.593175360497008,,95.83008661214262,0.0,95.83013606071472,F1
105,0.5881439100766013,0.580756425857544,95.73374362755568,4.6275711907073855,100.50684148445724,F1
106,0.5829422321725399,,95.7530778227374,0.0,95.7531281094998,F1
107,0.579218438331117,,95.8277591606602,0.0,95.8278116825968,F1
108,0.5802877439674756,,95.84998022206128,0.0,95.85003022942692,F1
109,0.5764356572577294,,95.72798946686088,0.0,95.72804226912558,F1
110,0.5800002618884363,0.6051097512245178,95.81267407536508,4.601375678554177,100.49333302956074,F1
111,0.5738697998912622,,95.68463449086994,0.0,95.68468310125172,F1
112,0.5729847901256372,,95.63258151337504,0.0,95.6326312404126,F1
113,0.5792488476908799,,95.70517753902824,0.0,95.70522866304964,F1
114,0.5683691687617741,,95.66441127378494,0.0,95.6644593263045,F1
115,0.5720089310449912,0.5754177570343018,95.6552383704111,4.635071136057377,100.44117103144526,F1
116,0.5690446136691046,,95.6102261664346,0.0,95.61027365922928,F1
117,0.5662631312160628,,95.46110371313988,0.0,95.46118025947362,F1
118,0.573062815564744,,95.61518067959696,0.0,95.61523096542804,F1
119,0.5634246176861702,,95.61134823504835,0.0,95.61139405053108,F1
120,0.5616824102739916,0.5640931129455566,95.64024403505027,4.626066707074642,100.41266628820448,F1
121,0.5617714739860372,,95.68427465483546,0.0,95.6843280158937,F1
122,0.5602164843403701,,95.82717220205814,0.0,95.82729065511376,F1
123,0.5671270384010694,,95.7889421125874,0.0,95.78899575211108,F1
124,0.5627312626399047,,95.78982051555067,0.0,95.7898755511269,F1
125,0.5587073251710716,0.5622882843017578,95.86590011138468,4.635963718406856,100.65175956580788,F1
126,0.5634636845149047,,95.81831473950297,0.0,95.81836502626538,F1
127,0.5571018516594637,,95.84895476140082,0.0,95.8490165034309,F1
128,0.5546467016774712,,95.846531778574,0.0,95.84658318385482,F1
129,0.5551696128033577,,95.88308949023484,0.0,95.88314396794884,F1
130,0.5535603516490747,0.55325847864151,95.86820251867177,4.633416549302638,100.6494726119563,F1
131,0.5569705827861813,,95.79748645797372,0.0,95.79753394983707,F1
132,0.5540746594151706,,95.95333695132284,0.0,95.95339254662396,F1
133,0.5494069850191157,,95.90469631925224,0.0,95.90475303214043,F1
134,0.5524919658687943,,95.86552294436842,0.0,95.86557714361696,F1
135,0.5463291465813387,0.540221095085144,95.81474981456996,4.63572754804045,100.60006244573742,F1
136,0.5489385077293883,,95.86092925909908,0.0,95.860976472497,F1
137,0.5459837676785516,,95.8962869970128,0.0,95.89634259231389,F1
138,0.5461376541895224,,95.72295302618296,0.0,95.72300443053246,F1
139,0.5471855866993572,,95.85235378146172,0.0,95.85240546613932,F1
140,0.5444792618988253,0.5468562841415405,95.98592236544935,4.658117186278105,100.71797461342068,F1
141,0.5431189570866578,,95.94462192710488,0.0,95.94467640388756,F1
142,0.538754348213791,,95.86039023380728,0.0,95.86044918186964,F1
143,0.5443967453976895,,95.85365678742528,0.0,95.853707912378,F1
144,0.5423618614250887,,95.99604655057192,0.0,95.99609795492142,F1
145,0.5412550581262466,0.5482535362243652,95.96994061022995,4.652342472225428,100.70123156066984,F1
146,0.5390345255533854,,95.82925763726234,0.0,95.82931267190725,F1
147,0.538178951182264,,95.88860523980112,0.0,95.88865469023584,F1
148,0.5374406855157081,,95.74739224370568,0.0,95.74744392652065,F1
149,0.536971613024989,,95.83353854622692,0.0,95.8335896730423,F1
150,0.539996640902039,0.548949122428894,95.90300643537194,4.631464591249824,100.6098664039746,F1
151,0.5376145924236757,,95.94092023465782,0.0,95.9409688450396,F1
152,0.538141020646332,,95.93251307494938,0.0,95.9325614059344,F1
153,0.5323525286735372,,96.16202475782484,0.0,96.16208929102868,F1
154,0.5299328202051474,,96.19475945550948,0.0,96.194810859859,F1
155,0.5351761080694537,0.5298654437065125,96.3222162220627,4.803490576334298,101.30821050424127,F1
156,0.5325742139883921,,96.5504651227966,0.0,96.55051764566451,F1
157,0.5311729485261525,,96.45468305330724,0.0,96.45474395528436,F1
158,0.5363950255914782,,96.1604966726154,0.0,96.16055673826486,F1
159,0.534515434968556,,96.20760659314692,0.0,96.20766553934664,F1
160,0.5323664347330729,0.538478434085846,96.2216084357351,4.625505232252181,100.90798871964216,F1
161,0.5319477378899324,,95.87620985228568,0.0,95.87626516725868,F1
162,0.5320862032842975,,96.25950610172004,0.0,96.259557784535,F1
163,0.5275437375332447,,95.94853131007405,0.0,95.94859919510782,F1
164,0.5255685900965481,,96.10145775508136,0.0,96.10150608606637,F1
165,0.5291776724740969,0.5336709022521973,95.93214624375103,4.597625031135976,100.6062707901001,F1
166,0.5277234341235871,,95.9896693835035,0.0,95.98972302209586,F1
167,0.5280688130263741,,95.9158417377621,0.0,95.91591549105942,F1
168,0.5269237004273327,,95.88475799560548,0.0,95.8848080020398,F1
169,0.5311722992159796,,96.07460129912944,0.0,96.07465409953149,F1
170,0.5280443556765293,0.5235706567764282,96.24021405912936,4.685807942412794,101.15347299072891,F1
171,0.5241483864209331,,96.06914680823684,0.0,96.06919541861862,F1
