epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds
1,1.9251019115179357,1.7679805755615234,17.998089705593884,1.1453191079199314,19.261892510578036
2,1.6346634340957857,,17.592697384767234,0.0,17.592800471931696
3,1.4943180352869168,,17.803776546381414,0.0,17.803832420147955
4,1.4032392904792033,,17.97209103126079,0.0,17.972147742286325
5,1.3122824010714678,1.2853318452835083,18.095616242848337,1.0856676399707794,19.28289427701384
6,1.2723647641464018,,18.210289143957198,0.0,18.210339710116386
7,1.2126094119649538,,18.256124334409833,0.0,18.256173504516482
8,1.1468725070147447,,18.29489649645984,0.0,18.294945385307074
9,1.1020557242380062,,18.170862729661167,0.0,18.170937040820718
10,1.0930376724458077,1.087249517440796,18.013446560129523,1.0533021334558725,19.161311467178166
11,1.066500704053422,,17.926487538963556,0.0,17.926548721268773
12,1.042141336790273,,17.862258737906814,0.0,17.862307905219495
13,1.031707118934309,,17.814785063266754,0.0,17.814835907891393
14,1.0121813492036202,,17.831274858675897,0.0,17.83132430817932
15,1.0156096337546765,0.9907131791114807,17.851208140142262,1.057467708364129,19.00804713834077
16,0.9816689289791484,,17.860936648212373,0.0,17.86099000927061
17,0.9654875204596721,,17.935740768909454,0.0,17.935792452655733
18,0.9554096275651959,,17.97839145362377,0.0,17.978444254025817
19,0.9448626880914393,,18.035660669207573,0.0,18.035727717913687
20,0.9393685569225902,0.9544282555580139,18.078836259432137,1.0792477568611503,19.29396802186966
21,0.9304983649455326,,18.09585342556238,0.0,18.095909578725696
22,0.9438214369223151,,18.141036813147366,0.0,18.141087379306555
23,0.9387226373376981,,18.143791842274368,0.0,18.143840172328055
24,0.9285205250055018,,18.135346109047532,0.0,18.135399747639894
25,0.9221237612442231,0.9317750930786133,18.092898344621062,1.0685097789391875,19.260677193291485
26,0.9109717355647557,,18.02292854618281,0.0,18.022982742637396
27,0.9098285084039393,,18.004910178482533,0.0,18.004963259212673
28,0.8984960099341164,,18.003797543235123,0.0,18.003851461224258
29,0.9146265379140075,,18.021216007880867,0.0,18.02128277719021
30,0.9237728924818442,0.8789426684379578,18.01612066011876,1.0660841269418597,19.183093368075788
31,0.8842849194164007,,17.95465700980276,0.0,17.954712882637978
32,0.8751664497482945,,17.982326049357653,0.0,17.982376056723297
33,0.8616530727332746,,17.994620837271214,0.0,17.994671403430402
34,0.8517084256024428,,18.01954952441156,0.0,18.019607075490057
35,0.8440499104244609,0.8369419574737549,18.014718124642968,1.0503141079097986,19.16457258630544
36,0.8355287901112731,,18.025659357197583,0.0,18.025717745535076
37,0.8289756237621039,,18.027483068406582,0.0,18.02754676528275
38,0.8258885128397337,,18.04612339939922,0.0,18.0461750831455
39,0.8031981562224912,,18.047783382236958,0.0,18.047832551412284
40,0.7999308948785486,0.8432168364524841,18.027684409171343,1.071904114447534,19.188066142611206
41,0.8149902988487566,,18.054256580770016,0.0,18.054310218431056
42,0.7909422323737346,,18.039320052601397,0.0,18.03936894144863
43,0.7974746059363996,,18.04129345435649,0.0,18.041354357264936
44,0.7865261024152729,,18.039414068683982,0.0,18.039465750567615
45,0.7767570925430513,0.792277455329895,18.013956751674414,1.087563102133572,19.20172148849815
46,0.7717131493796765,,17.996830509975553,0.0,17.996898676268756
47,0.772184989821743,,18.034788033924997,0.0,18.034875756129622
48,0.7676033772213359,,18.042549092322588,0.0,18.042598821222782
49,0.7711144568214954,,18.01440812740475,0.0,18.014463441446424
50,0.7641035268004511,0.765881359577179,18.025847068056464,1.0649797869846225,19.191631373018026
51,0.7768355356135839,,18.029167546890676,0.0,18.02922621462494
52,0.7887716159014635,,18.033118263818324,0.0,18.033169110305607
53,0.7513096231809804,,18.058708359487355,0.0,18.058767025358975
54,0.7506603187238666,,18.022738599218428,0.0,18.02279363386333
55,0.7636820296166649,0.7640848159790039,18.05313858296722,1.0562428375706077,19.213247551582754
56,0.7744597314109265,,18.038490842096508,0.0,18.038570462726057
57,0.7675877960634904,,18.054282040335238,0.0,18.05433791410178
58,0.75163188450773,,18.033821722492576,0.0,18.03387731872499
59,0.735532841212313,,18.045485232956707,0.0,18.04554501734674
60,0.7329418021188655,0.7418627738952637,18.033596513792872,1.0493438513949513,19.223480974324048
